province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity
黑龙江,230000,af6f4f548684e14d,SUV,2016,11,289,1535
上海,310000,7cf283430b3b5e38,Sedan,2016,11,1546,3059
云南,530000,7cf283430b3b5e38,Sedan,2016,11,412,1338
内蒙古,150000,7cf283430b3b5e38,Sedan,2016,11,516,1303
北京,110000,7cf283430b3b5e38,Sedan,2016,11,264,4328
四川,510000,7cf283430b3b5e38,Sedan,2016,11,1783,6005
安徽,340000,7cf283430b3b5e38,Sedan,2016,11,2138,3433
山东,370000,7cf283430b3b5e38,Sedan,2016,11,3787,7040
山西,140000,7cf283430b3b5e38,Sedan,2016,11,852,1833
广东,440000,7cf283430b3b5e38,Sedan,2016,11,2435,7457
广西,450000,7cf283430b3b5e38,Sedan,2016,11,783,1242
江苏,320000,7cf283430b3b5e38,Sedan,2016,11,5016,8691
江西,360000,7cf283430b3b5e38,Sedan,2016,11,1376,2251
河北,130000,7cf283430b3b5e38,Sedan,2016,11,1926,4354
河南,410000,7cf283430b3b5e38,Sedan,2016,11,2874,6518
浙江,330000,7cf283430b3b5e38,Sedan,2016,11,3295,6788
湖北,420000,7cf283430b3b5e38,Sedan,2016,11,1547,3102
湖南,430000,7cf283430b3b5e38,Sedan,2016,11,1585,2763
福建,350000,7cf283430b3b5e38,Sedan,2016,11,1130,2329
辽宁,210000,7cf283430b3b5e38,Sedan,2016,11,619,1468
重庆,500000,7cf283430b3b5e38,Sedan,2016,11,419,982
陕西,610000,7cf283430b3b5e38,Sedan,2016,11,912,2294
黑龙江,230000,7cf283430b3b5e38,Sedan,2016,11,347,1347
上海,310000,d4efbebb087fd03f,Sedan,2016,11,225,680
云南,530000,d4efbebb087fd03f,Sedan,2016,11,267,621
内蒙古,150000,d4efbebb087fd03f,Sedan,2016,11,359,665
北京,110000,d4efbebb087fd03f,Sedan,2016,11,938,1833
四川,510000,d4efbebb087fd03f,Sedan,2016,11,1002,2360
安徽,340000,d4efbebb087fd03f,Sedan,2016,11,977,875
山东,370000,d4efbebb087fd03f,Sedan,2016,11,2198,2398
山西,140000,d4efbebb087fd03f,Sedan,2016,11,1993,879
广东,440000,d4efbebb087fd03f,Sedan,2016,11,2044,3741
广西,450000,d4efbebb087fd03f,Sedan,2016,11,493,647
江苏,320000,d4efbebb087fd03f,Sedan,2016,11,1531,2080
江西,360000,d4efbebb087fd03f,Sedan,2016,11,917,808
河北,130000,d4efbebb087fd03f,Sedan,2016,11,1144,1952
河南,410000,d4efbebb087fd03f,Sedan,2016,11,1965,2820
浙江,330000,d4efbebb087fd03f,Sedan,2016,11,3147,2824
湖北,420000,d4efbebb087fd03f,Sedan,2016,11,941,980
湖南,430000,d4efbebb087fd03f,Sedan,2016,11,1142,935
福建,350000,d4efbebb087fd03f,Sedan,2016,11,762,1058
辽宁,210000,d4efbebb087fd03f,Sedan,2016,11,291,692
重庆,500000,d4efbebb087fd03f,Sedan,2016,11,326,493
陕西,610000,d4efbebb087fd03f,Sedan,2016,11,1010,1387
黑龙江,230000,d4efbebb087fd03f,Sedan,2016,11,204,684
上海,310000,7245e0ee27b195cd,Sedan,2016,11,125,532
云南,530000,7245e0ee27b195cd,Sedan,2016,11,375,661
内蒙古,150000,7245e0ee27b195cd,Sedan,2016,11,448,798
北京,110000,7245e0ee27b195cd,Sedan,2016,11,360,2401
四川,510000,7245e0ee27b195cd,Sedan,2016,11,831,3256
安徽,340000,7245e0ee27b195cd,Sedan,2016,11,510,1135
山东,370000,7245e0ee27b195cd,Sedan,2016,11,1778,2854
山西,140000,7245e0ee27b195cd,Sedan,2016,11,668,1193
广东,440000,7245e0ee27b195cd,Sedan,2016,11,1384,3594
广西,450000,7245e0ee27b195cd,Sedan,2016,11,463,578
江苏,320000,7245e0ee27b195cd,Sedan,2016,11,743,3001
江西,360000,7245e0ee27b195cd,Sedan,2016,11,577,1042
河北,130000,7245e0ee27b195cd,Sedan,2016,11,1432,2437
河南,410000,7245e0ee27b195cd,Sedan,2016,11,1406,3372
浙江,330000,7245e0ee27b195cd,Sedan,2016,11,874,2617
湖北,420000,7245e0ee27b195cd,Sedan,2016,11,655,1919
湖南,430000,7245e0ee27b195cd,Sedan,2016,11,763,1114
福建,350000,7245e0ee27b195cd,Sedan,2016,11,239,1481
辽宁,210000,7245e0ee27b195cd,Sedan,2016,11,514,931
重庆,500000,7245e0ee27b195cd,Sedan,2016,11,292,510
陕西,610000,7245e0ee27b195cd,Sedan,2016,11,755,1549
黑龙江,230000,7245e0ee27b195cd,Sedan,2016,11,328,1362
上海,310000,8c915fe4632fb9fa,SUV,2016,11,314,907
云南,530000,8c915fe4632fb9fa,SUV,2016,11,757,990
内蒙古,150000,8c915fe4632fb9fa,SUV,2016,11,527,805
北京,110000,8c915fe4632fb9fa,SUV,2016,11,242,2123
四川,510000,8c915fe4632fb9fa,SUV,2016,11,1605,3288
安徽,340000,8c915fe4632fb9fa,SUV,2016,11,1370,1597
山东,370000,8c915fe4632fb9fa,SUV,2016,11,2126,3339
山西,140000,8c915fe4632fb9fa,SUV,2016,11,748,1404
广东,440000,8c915fe4632fb9fa,SUV,2016,11,1467,3615
广西,450000,8c915fe4632fb9fa,SUV,2016,11,511,598
江苏,320000,8c915fe4632fb9fa,SUV,2016,11,1816,2961
江西,360000,8c915fe4632fb9fa,SUV,2016,11,889,882
河北,130000,8c915fe4632fb9fa,SUV,2016,11,2026,2704
河南,410000,8c915fe4632fb9fa,SUV,2016,11,1843,3629
浙江,330000,8c915fe4632fb9fa,SUV,2016,11,1502,2533
湖北,420000,8c915fe4632fb9fa,SUV,2016,11,1339,1553
湖南,430000,8c915fe4632fb9fa,SUV,2016,11,835,1186
福建,350000,8c915fe4632fb9fa,SUV,2016,11,622,947
辽宁,210000,8c915fe4632fb9fa,SUV,2016,11,396,791
重庆,500000,8c915fe4632fb9fa,SUV,2016,11,419,700
陕西,610000,8c915fe4632fb9fa,SUV,2016,11,715,1310
黑龙江,230000,8c915fe4632fb9fa,SUV,2016,11,616,1295
上海,310000,6155b214590c66e6,SUV,2016,11,781,3737
云南,530000,6155b214590c66e6,SUV,2016,11,1159,3766
内蒙古,150000,6155b214590c66e6,SUV,2016,11,941,3114
北京,110000,6155b214590c66e6,SUV,2016,11,569,8734
四川,510000,6155b214590c66e6,SUV,2016,11,2162,10936
安徽,340000,6155b214590c66e6,SUV,2016,11,2073,4490
山东,370000,6155b214590c66e6,SUV,2016,11,3594,9603
山西,140000,6155b214590c66e6,SUV,2016,11,914,3693
广东,440000,6155b214590c66e6,SUV,2016,11,3269,14484
广西,450000,6155b214590c66e6,SUV,2016,11,739,2100
江苏,320000,6155b214590c66e6,SUV,2016,11,3776,11356
江西,360000,6155b214590c66e6,SUV,2016,11,1285,2795
河北,130000,6155b214590c66e6,SUV,2016,11,2594,7184
河南,410000,6155b214590c66e6,SUV,2016,11,4047,11790
浙江,330000,6155b214590c66e6,SUV,2016,11,3014,9574
湖北,420000,6155b214590c66e6,SUV,2016,11,1848,5808
湖南,430000,6155b214590c66e6,SUV,2016,11,2355,4359
福建,350000,6155b214590c66e6,SUV,2016,11,1140,4359
辽宁,210000,6155b214590c66e6,SUV,2016,11,1188,3403
重庆,500000,6155b214590c66e6,SUV,2016,11,761,2245
陕西,610000,6155b214590c66e6,SUV,2016,11,841,4012
黑龙江,230000,6155b214590c66e6,SUV,2016,11,944,4273
上海,310000,28e29f2c03dcd84c,Sedan,2016,11,807,492
云南,530000,28e29f2c03dcd84c,Sedan,2016,11,535,436
内蒙古,150000,28e29f2c03dcd84c,Sedan,2016,11,451,280
北京,110000,28e29f2c03dcd84c,Sedan,2016,11,1288,791
四川,510000,28e29f2c03dcd84c,Sedan,2016,11,781,1155
安徽,340000,28e29f2c03dcd84c,Sedan,2016,11,803,577
山东,370000,28e29f2c03dcd84c,Sedan,2016,11,1513,902
山西,140000,28e29f2c03dcd84c,Sedan,2016,11,798,340
广东,440000,28e29f2c03dcd84c,Sedan,2016,11,536,1310
广西,450000,28e29f2c03dcd84c,Sedan,2016,11,160,200
江苏,320000,28e29f2c03dcd84c,Sedan,2016,11,1951,1190
江西,360000,28e29f2c03dcd84c,Sedan,2016,11,424,288
河北,130000,28e29f2c03dcd84c,Sedan,2016,11,1433,649
河南,410000,28e29f2c03dcd84c,Sedan,2016,11,1113,1103
浙江,330000,28e29f2c03dcd84c,Sedan,2016,11,894,949
湖北,420000,28e29f2c03dcd84c,Sedan,2016,11,377,387
湖南,430000,28e29f2c03dcd84c,Sedan,2016,11,477,448
福建,350000,28e29f2c03dcd84c,Sedan,2016,11,345,381
辽宁,210000,28e29f2c03dcd84c,Sedan,2016,11,251,187
重庆,500000,28e29f2c03dcd84c,Sedan,2016,11,491,293
陕西,610000,28e29f2c03dcd84c,Sedan,2016,11,622,463
黑龙江,230000,28e29f2c03dcd84c,Sedan,2016,11,152,167
上海,310000,37aa9169b575ef79,Sedan,2016,11,67,855
云南,530000,37aa9169b575ef79,Sedan,2016,11,1142,1066
内蒙古,150000,37aa9169b575ef79,Sedan,2016,11,945,1715
北京,110000,37aa9169b575ef79,Sedan,2016,11,625,3209
四川,510000,37aa9169b575ef79,Sedan,2016,11,2221,3918
安徽,340000,37aa9169b575ef79,Sedan,2016,11,410,952
山东,370000,37aa9169b575ef79,Sedan,2016,11,3662,4714
山西,140000,37aa9169b575ef79,Sedan,2016,11,1188,1813
广东,440000,37aa9169b575ef79,Sedan,2016,11,2111,4649
广西,450000,37aa9169b575ef79,Sedan,2016,11,459,552
江苏,320000,37aa9169b575ef79,Sedan,2016,11,777,2603
江西,360000,37aa9169b575ef79,Sedan,2016,11,482,838
河北,130000,37aa9169b575ef79,Sedan,2016,11,3233,5412
河南,410000,37aa9169b575ef79,Sedan,2016,11,2018,4183
浙江,330000,37aa9169b575ef79,Sedan,2016,11,634,2127
湖北,420000,37aa9169b575ef79,Sedan,2016,11,544,1461
湖南,430000,37aa9169b575ef79,Sedan,2016,11,1489,1363
福建,350000,37aa9169b575ef79,Sedan,2016,11,597,1585
辽宁,210000,37aa9169b575ef79,Sedan,2016,11,1478,2132
重庆,500000,37aa9169b575ef79,Sedan,2016,11,172,541
陕西,610000,37aa9169b575ef79,Sedan,2016,11,634,1461
黑龙江,230000,37aa9169b575ef79,Sedan,2016,11,1636,2641
上海,310000,63065128401bb3ff,Sedan,2016,11,2362,2108
云南,530000,63065128401bb3ff,Sedan,2016,11,1033,1961
内蒙古,150000,63065128401bb3ff,Sedan,2016,11,630,1337
北京,110000,63065128401bb3ff,Sedan,2016,11,1494,3930
四川,510000,63065128401bb3ff,Sedan,2016,11,2119,5605
安徽,340000,63065128401bb3ff,Sedan,2016,11,2927,3012
山东,370000,63065128401bb3ff,Sedan,2016,11,4087,4555
山西,140000,63065128401bb3ff,Sedan,2016,11,1547,1880
广东,440000,63065128401bb3ff,Sedan,2016,11,2188,7346
广西,450000,63065128401bb3ff,Sedan,2016,11,596,1102
江苏,320000,63065128401bb3ff,Sedan,2016,11,5007,6171
江西,360000,63065128401bb3ff,Sedan,2016,11,1981,1858
河北,130000,63065128401bb3ff,Sedan,2016,11,3711,3754
河南,410000,63065128401bb3ff,Sedan,2016,11,4237,6083
浙江,330000,63065128401bb3ff,Sedan,2016,11,2401,5113
湖北,420000,63065128401bb3ff,Sedan,2016,11,1466,2365
湖南,430000,63065128401bb3ff,Sedan,2016,11,2078,2534
福建,350000,63065128401bb3ff,Sedan,2016,11,1218,2343
辽宁,210000,63065128401bb3ff,Sedan,2016,11,869,1403
重庆,500000,63065128401bb3ff,Sedan,2016,11,938,1388
陕西,610000,63065128401bb3ff,Sedan,2016,11,1199,2336
黑龙江,230000,63065128401bb3ff,Sedan,2016,11,466,1212
上海,310000,ea489c253676aafc,Sedan,2016,11,574,989
云南,530000,ea489c253676aafc,Sedan,2016,11,692,797
内蒙古,150000,ea489c253676aafc,Sedan,2016,11,612,771
北京,110000,ea489c253676aafc,Sedan,2016,11,341,2051
四川,510000,ea489c253676aafc,Sedan,2016,11,1187,2420
安徽,340000,ea489c253676aafc,Sedan,2016,11,952,918
山东,370000,ea489c253676aafc,Sedan,2016,11,3812,3352
山西,140000,ea489c253676aafc,Sedan,2016,11,1234,1495
广东,440000,ea489c253676aafc,Sedan,2016,11,525,2829
广西,450000,ea489c253676aafc,Sedan,2016,11,355,429
江苏,320000,ea489c253676aafc,Sedan,2016,11,1728,2363
江西,360000,ea489c253676aafc,Sedan,2016,11,946,647
河北,130000,ea489c253676aafc,Sedan,2016,11,3058,3218
河南,410000,ea489c253676aafc,Sedan,2016,11,1941,2611
浙江,330000,ea489c253676aafc,Sedan,2016,11,706,1910
湖北,420000,ea489c253676aafc,Sedan,2016,11,348,891
湖南,430000,ea489c253676aafc,Sedan,2016,11,587,814
福建,350000,ea489c253676aafc,Sedan,2016,11,452,918
辽宁,210000,ea489c253676aafc,Sedan,2016,11,853,1035
重庆,500000,ea489c253676aafc,Sedan,2016,11,379,569
陕西,610000,ea489c253676aafc,Sedan,2016,11,804,1213
黑龙江,230000,ea489c253676aafc,Sedan,2016,11,496,821
上海,310000,cd5841d44fd7625e,Sedan,2016,11,312,636
云南,530000,cd5841d44fd7625e,Sedan,2016,11,442,739
内蒙古,150000,cd5841d44fd7625e,Sedan,2016,11,401,502
北京,110000,cd5841d44fd7625e,Sedan,2016,11,1121,1392
四川,510000,cd5841d44fd7625e,Sedan,2016,11,732,1968
安徽,340000,cd5841d44fd7625e,Sedan,2016,11,519,892
山东,370000,cd5841d44fd7625e,Sedan,2016,11,1666,1578
山西,140000,cd5841d44fd7625e,Sedan,2016,11,421,464
广东,440000,cd5841d44fd7625e,Sedan,2016,11,995,2241
广西,450000,cd5841d44fd7625e,Sedan,2016,11,192,363
江苏,320000,cd5841d44fd7625e,Sedan,2016,11,1099,1854
江西,360000,cd5841d44fd7625e,Sedan,2016,11,276,434
河北,130000,cd5841d44fd7625e,Sedan,2016,11,1461,1201
河南,410000,cd5841d44fd7625e,Sedan,2016,11,1223,1739
浙江,330000,cd5841d44fd7625e,Sedan,2016,11,747,1652
湖北,420000,cd5841d44fd7625e,Sedan,2016,11,473,760
湖南,430000,cd5841d44fd7625e,Sedan,2016,11,418,742
福建,350000,cd5841d44fd7625e,Sedan,2016,11,325,699
辽宁,210000,cd5841d44fd7625e,Sedan,2016,11,644,645
重庆,500000,cd5841d44fd7625e,Sedan,2016,11,282,434
陕西,610000,cd5841d44fd7625e,Sedan,2016,11,346,746
黑龙江,230000,cd5841d44fd7625e,Sedan,2016,11,664,728
上海,310000,b25c4e2e3856af22,SUV,2016,11,1563,3597
云南,530000,b25c4e2e3856af22,SUV,2016,11,692,1972
内蒙古,150000,b25c4e2e3856af22,SUV,2016,11,342,1405
北京,110000,b25c4e2e3856af22,SUV,2016,11,925,5177
四川,510000,b25c4e2e3856af22,SUV,2016,11,1320,6001
安徽,340000,b25c4e2e3856af22,SUV,2016,11,1064,2199
山东,370000,b25c4e2e3856af22,SUV,2016,11,1408,5631
山西,140000,b25c4e2e3856af22,SUV,2016,11,332,1746
广东,440000,b25c4e2e3856af22,SUV,2016,11,1644,7558
广西,450000,b25c4e2e3856af22,SUV,2016,11,255,861
江苏,320000,b25c4e2e3856af22,SUV,2016,11,2263,6258
江西,360000,b25c4e2e3856af22,SUV,2016,11,870,1753
河北,130000,b25c4e2e3856af22,SUV,2016,11,944,4633
河南,410000,b25c4e2e3856af22,SUV,2016,11,1121,4822
浙江,330000,b25c4e2e3856af22,SUV,2016,11,2703,6016
湖北,420000,b25c4e2e3856af22,SUV,2016,11,988,3219
湖南,430000,b25c4e2e3856af22,SUV,2016,11,1081,2569
福建,350000,b25c4e2e3856af22,SUV,2016,11,905,2758
辽宁,210000,b25c4e2e3856af22,SUV,2016,11,403,1647
重庆,500000,b25c4e2e3856af22,SUV,2016,11,496,1458
陕西,610000,b25c4e2e3856af22,SUV,2016,11,479,2290
黑龙江,230000,b25c4e2e3856af22,SUV,2016,11,352,1798
上海,310000,4a103c30d593fbbe,Sedan,2016,11,685,2569
云南,530000,4a103c30d593fbbe,Sedan,2016,11,714,1938
内蒙古,150000,4a103c30d593fbbe,Sedan,2016,11,671,1901
北京,110000,4a103c30d593fbbe,Sedan,2016,11,1332,6529
四川,510000,4a103c30d593fbbe,Sedan,2016,11,2913,7846
安徽,340000,4a103c30d593fbbe,Sedan,2016,11,1717,2921
山东,370000,4a103c30d593fbbe,Sedan,2016,11,2776,7225
山西,140000,4a103c30d593fbbe,Sedan,2016,11,782,2328
广东,440000,4a103c30d593fbbe,Sedan,2016,11,2171,9275
广西,450000,4a103c30d593fbbe,Sedan,2016,11,493,1131
江苏,320000,4a103c30d593fbbe,Sedan,2016,11,3579,7791
江西,360000,4a103c30d593fbbe,Sedan,2016,11,885,1919
河北,130000,4a103c30d593fbbe,Sedan,2016,11,2989,7716
河南,410000,4a103c30d593fbbe,Sedan,2016,11,2638,7336
浙江,330000,4a103c30d593fbbe,Sedan,2016,11,2458,6297
湖北,420000,4a103c30d593fbbe,Sedan,2016,11,1247,3144
湖南,430000,4a103c30d593fbbe,Sedan,2016,11,948,2476
福建,350000,4a103c30d593fbbe,Sedan,2016,11,946,3032
辽宁,210000,4a103c30d593fbbe,Sedan,2016,11,1160,2736
重庆,500000,4a103c30d593fbbe,Sedan,2016,11,493,1335
陕西,610000,4a103c30d593fbbe,Sedan,2016,11,946,2819
黑龙江,230000,4a103c30d593fbbe,Sedan,2016,11,1190,3218
上海,310000,7a7885e2d7c00bcf,Hatchback,2016,11,790,779
云南,530000,7a7885e2d7c00bcf,Hatchback,2016,11,527,563
内蒙古,150000,7a7885e2d7c00bcf,Hatchback,2016,11,359,478
北京,110000,7a7885e2d7c00bcf,Hatchback,2016,11,1162,1283
四川,510000,7a7885e2d7c00bcf,Hatchback,2016,11,961,1802
安徽,340000,7a7885e2d7c00bcf,Hatchback,2016,11,933,935
山东,370000,7a7885e2d7c00bcf,Hatchback,2016,11,2370,1877
山西,140000,7a7885e2d7c00bcf,Hatchback,2016,11,355,452
广东,440000,7a7885e2d7c00bcf,Hatchback,2016,11,1209,2325
广西,450000,7a7885e2d7c00bcf,Hatchback,2016,11,290,362
江苏,320000,7a7885e2d7c00bcf,Hatchback,2016,11,2801,2355
江西,360000,7a7885e2d7c00bcf,Hatchback,2016,11,481,527
河北,130000,7a7885e2d7c00bcf,Hatchback,2016,11,1929,1420
河南,410000,7a7885e2d7c00bcf,Hatchback,2016,11,1461,1971
浙江,330000,7a7885e2d7c00bcf,Hatchback,2016,11,2127,2049
湖北,420000,7a7885e2d7c00bcf,Hatchback,2016,11,616,775
湖南,430000,7a7885e2d7c00bcf,Hatchback,2016,11,559,702
福建,350000,7a7885e2d7c00bcf,Hatchback,2016,11,480,680
辽宁,210000,7a7885e2d7c00bcf,Hatchback,2016,11,516,574
重庆,500000,7a7885e2d7c00bcf,Hatchback,2016,11,216,343
陕西,610000,7a7885e2d7c00bcf,Hatchback,2016,11,487,758
黑龙江,230000,7a7885e2d7c00bcf,Hatchback,2016,11,413,454
上海,310000,346393c2c6305fb1,SUV,2016,11,114,187
云南,530000,346393c2c6305fb1,SUV,2016,11,121,207
内蒙古,150000,346393c2c6305fb1,SUV,2016,11,174,214
北京,110000,346393c2c6305fb1,SUV,2016,11,243,464
四川,510000,346393c2c6305fb1,SUV,2016,11,297,614
安徽,340000,346393c2c6305fb1,SUV,2016,11,692,296
山东,370000,346393c2c6305fb1,SUV,2016,11,1099,658
山西,140000,346393c2c6305fb1,SUV,2016,11,308,283
广东,440000,346393c2c6305fb1,SUV,2016,11,289,679
广西,450000,346393c2c6305fb1,SUV,2016,11,115,108
江苏,320000,346393c2c6305fb1,SUV,2016,11,397,503
江西,360000,346393c2c6305fb1,SUV,2016,11,143,149
河北,130000,346393c2c6305fb1,SUV,2016,11,808,483
河南,410000,346393c2c6305fb1,SUV,2016,11,617,511
浙江,330000,346393c2c6305fb1,SUV,2016,11,191,453
湖北,420000,346393c2c6305fb1,SUV,2016,11,313,271
湖南,430000,346393c2c6305fb1,SUV,2016,11,335,190
福建,350000,346393c2c6305fb1,SUV,2016,11,87,188
辽宁,210000,346393c2c6305fb1,SUV,2016,11,265,255
重庆,500000,346393c2c6305fb1,SUV,2016,11,199,106
陕西,610000,346393c2c6305fb1,SUV,2016,11,186,246
黑龙江,230000,346393c2c6305fb1,SUV,2016,11,223,324
上海,310000,02aab221aabc03b9,Sedan,2016,11,558,529
云南,530000,02aab221aabc03b9,Sedan,2016,11,160,290
内蒙古,150000,02aab221aabc03b9,Sedan,2016,11,82,175
北京,110000,02aab221aabc03b9,Sedan,2016,11,654,765
四川,510000,02aab221aabc03b9,Sedan,2016,11,430,897
安徽,340000,02aab221aabc03b9,Sedan,2016,11,228,293
山东,370000,02aab221aabc03b9,Sedan,2016,11,421,742
山西,140000,02aab221aabc03b9,Sedan,2016,11,117,188
广东,440000,02aab221aabc03b9,Sedan,2016,11,976,1640
广西,450000,02aab221aabc03b9,Sedan,2016,11,138,201
江苏,320000,02aab221aabc03b9,Sedan,2016,11,1186,1057
江西,360000,02aab221aabc03b9,Sedan,2016,11,154,209
河北,130000,02aab221aabc03b9,Sedan,2016,11,254,490
河南,410000,02aab221aabc03b9,Sedan,2016,11,284,623
浙江,330000,02aab221aabc03b9,Sedan,2016,11,1136,936
湖北,420000,02aab221aabc03b9,Sedan,2016,11,273,398
湖南,430000,02aab221aabc03b9,Sedan,2016,11,205,352
福建,350000,02aab221aabc03b9,Sedan,2016,11,321,662
辽宁,210000,02aab221aabc03b9,Sedan,2016,11,207,252
重庆,500000,02aab221aabc03b9,Sedan,2016,11,217,213
陕西,610000,02aab221aabc03b9,Sedan,2016,11,205,296
黑龙江,230000,02aab221aabc03b9,Sedan,2016,11,63,180
上海,310000,5d7fb682edd0f937,SUV,2016,11,247,909
云南,530000,5d7fb682edd0f937,SUV,2016,11,133,570
内蒙古,150000,5d7fb682edd0f937,SUV,2016,11,85,330
北京,110000,5d7fb682edd0f937,SUV,2016,11,324,1469
四川,510000,5d7fb682edd0f937,SUV,2016,11,301,1606
安徽,340000,5d7fb682edd0f937,SUV,2016,11,169,626
山东,370000,5d7fb682edd0f937,SUV,2016,11,227,1372
山西,140000,5d7fb682edd0f937,SUV,2016,11,81,358
广东,440000,5d7fb682edd0f937,SUV,2016,11,510,2144
广西,450000,5d7fb682edd0f937,SUV,2016,11,103,272
江苏,320000,5d7fb682edd0f937,SUV,2016,11,661,1906
江西,360000,5d7fb682edd0f937,SUV,2016,11,129,364
河北,130000,5d7fb682edd0f937,SUV,2016,11,180,902
河南,410000,5d7fb682edd0f937,SUV,2016,11,189,1130
浙江,330000,5d7fb682edd0f937,SUV,2016,11,599,1623
湖北,420000,5d7fb682edd0f937,SUV,2016,11,258,802
湖南,430000,5d7fb682edd0f937,SUV,2016,11,168,630
福建,350000,5d7fb682edd0f937,SUV,2016,11,201,808
辽宁,210000,5d7fb682edd0f937,SUV,2016,11,138,512
重庆,500000,5d7fb682edd0f937,SUV,2016,11,106,364
陕西,610000,5d7fb682edd0f937,SUV,2016,11,135,621
黑龙江,230000,5d7fb682edd0f937,SUV,2016,11,53,388
上海,310000,a207df29ec9583f0,SUV,2016,11,493,1515
云南,530000,a207df29ec9583f0,SUV,2016,11,210,948
内蒙古,150000,a207df29ec9583f0,SUV,2016,11,82,507
北京,110000,a207df29ec9583f0,SUV,2016,11,747,2878
四川,510000,a207df29ec9583f0,SUV,2016,11,361,2645
安徽,340000,a207df29ec9583f0,SUV,2016,11,176,1070
山东,370000,a207df29ec9583f0,SUV,2016,11,348,2304
山西,140000,a207df29ec9583f0,SUV,2016,11,93,540
广东,440000,a207df29ec9583f0,SUV,2016,11,766,3704
广西,450000,a207df29ec9583f0,SUV,2016,11,100,459
江苏,320000,a207df29ec9583f0,SUV,2016,11,915,3293
江西,360000,a207df29ec9583f0,SUV,2016,11,129,666
河北,130000,a207df29ec9583f0,SUV,2016,11,203,1681
河南,410000,a207df29ec9583f0,SUV,2016,11,283,1878
浙江,330000,a207df29ec9583f0,SUV,2016,11,849,3100
湖北,420000,a207df29ec9583f0,SUV,2016,11,315,1300
湖南,430000,a207df29ec9583f0,SUV,2016,11,174,1055
福建,350000,a207df29ec9583f0,SUV,2016,11,227,1155
辽宁,210000,a207df29ec9583f0,SUV,2016,11,194,826
重庆,500000,a207df29ec9583f0,SUV,2016,11,174,622
陕西,610000,a207df29ec9583f0,SUV,2016,11,194,1070
黑龙江,230000,a207df29ec9583f0,SUV,2016,11,83,652
上海,310000,b4be3a4917289c82,Hatchback,2016,11,201,4451
云南,530000,b4be3a4917289c82,Hatchback,2016,11,100,2774
内蒙古,150000,b4be3a4917289c82,Hatchback,2016,11,40,1676
北京,110000,b4be3a4917289c82,Hatchback,2016,11,230,7249
四川,510000,b4be3a4917289c82,Hatchback,2016,11,240,9043
安徽,340000,b4be3a4917289c82,Hatchback,2016,11,130,3423
山东,370000,b4be3a4917289c82,Hatchback,2016,11,231,7473
山西,140000,b4be3a4917289c82,Hatchback,2016,11,28,1877
广东,440000,b4be3a4917289c82,Hatchback,2016,11,396,11806
广西,450000,b4be3a4917289c82,Hatchback,2016,11,41,1416
江苏,320000,b4be3a4917289c82,Hatchback,2016,11,635,10991
江西,360000,b4be3a4917289c82,Hatchback,2016,11,66,2196
河北,130000,b4be3a4917289c82,Hatchback,2016,11,166,6422
河南,410000,b4be3a4917289c82,Hatchback,2016,11,128,6269
浙江,330000,b4be3a4917289c82,Hatchback,2016,11,523,10094
湖北,420000,b4be3a4917289c82,Hatchback,2016,11,120,3801
湖南,430000,b4be3a4917289c82,Hatchback,2016,11,112,3223
福建,350000,b4be3a4917289c82,Hatchback,2016,11,108,3565
辽宁,210000,b4be3a4917289c82,Hatchback,2016,11,106,2526
重庆,500000,b4be3a4917289c82,Hatchback,2016,11,77,1841
陕西,610000,b4be3a4917289c82,Hatchback,2016,11,68,3506
黑龙江,230000,b4be3a4917289c82,Hatchback,2016,11,48,2030
上海,310000,ef76a85c4b39f693,Sedan,2016,11,306,5229
云南,530000,ef76a85c4b39f693,Sedan,2016,11,142,3639
内蒙古,150000,ef76a85c4b39f693,Sedan,2016,11,67,2876
北京,110000,ef76a85c4b39f693,Sedan,2016,11,311,9774
四川,510000,ef76a85c4b39f693,Sedan,2016,11,340,12778
安徽,340000,ef76a85c4b39f693,Sedan,2016,11,219,4927
山东,370000,ef76a85c4b39f693,Sedan,2016,11,312,10283
山西,140000,ef76a85c4b39f693,Sedan,2016,11,58,2797
广东,440000,ef76a85c4b39f693,Sedan,2016,11,593,15893
广西,450000,ef76a85c4b39f693,Sedan,2016,11,50,1970
江苏,320000,ef76a85c4b39f693,Sedan,2016,11,609,13478
江西,360000,ef76a85c4b39f693,Sedan,2016,11,107,3178
河北,130000,ef76a85c4b39f693,Sedan,2016,11,298,8566
河南,410000,ef76a85c4b39f693,Sedan,2016,11,170,9234
浙江,330000,ef76a85c4b39f693,Sedan,2016,11,965,14050
湖北,420000,ef76a85c4b39f693,Sedan,2016,11,212,4974
湖南,430000,ef76a85c4b39f693,Sedan,2016,11,180,4720
福建,350000,ef76a85c4b39f693,Sedan,2016,11,138,4529
辽宁,210000,ef76a85c4b39f693,Sedan,2016,11,189,4052
重庆,500000,ef76a85c4b39f693,Sedan,2016,11,76,2495
陕西,610000,ef76a85c4b39f693,Sedan,2016,11,127,5133
黑龙江,230000,ef76a85c4b39f693,Sedan,2016,11,108,3353
上海,310000,bb9fbec9a2833839,SUV,2016,11,341,2987
云南,530000,bb9fbec9a2833839,SUV,2016,11,169,2236
内蒙古,150000,bb9fbec9a2833839,SUV,2016,11,121,1493
